Publisher Name,Series Name,Volume,Full Title,Title,Issue Number,Release Date,Box,Proposed Box,Event,In Collection,In Wish List,Pull,Marked Read,Copies Owned,My Rating,Media Format,Price Paid,Date Purchased,Condition,Notes,Tags,Storage Box,Owner,Purchase Store,Signature,Slabbing,Grading,Grading Company,Equivalant Comic Book Size Per Issue,Equivalant Comic Book Size,Story Arc,Image Link
Marvel Comics,The Amazing X-Men (Vol. 1) (1995),1,The Amazing X-Men #4,The Amazing X-Men,4,4/25/1995,6,6,Age of Apocalypse,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Astonishing X-Men (Vol. 1) (1995),1,The Astonishing X-Men #1,The Astonishing X-Men,1,1/3/1995,6,6,Age of Apocalypse,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Astonishing X-Men (Vol. 1) (1995),1,The Astonishing X-Men #2,The Astonishing X-Men,2,2/7/1995,6,6,Age of Apocalypse,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Astonishing X-Men (Vol. 1) (1995),1,The Astonishing X-Men #3,The Astonishing X-Men,3,3/7/1995,6,6,Age of Apocalypse,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Astonishing X-Men (Vol. 1) (1995),1,The Astonishing X-Men #4,The Astonishing X-Men,4,4/4/1995,6,6,Age of Apocalypse,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #260,The Avengers,260,6/6/1985,,14,Secret Wars II,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #261,The Avengers,261,7/16/1985,,14,Secret Wars II,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #265,The Avengers,265,12/10/1985,14,14,Secret Wars II,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #266,The Avengers,266,1/7/1986,,14,Secret Wars II,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #279,The Avengers,279,1/20/1987,3,3,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #281,The Avengers,281,3/20/1987,3,3,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #282,The Avengers,282,4/20/1987,3,3,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #283,The Avengers,283,5/12/1987,3,3,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #284,The Avengers,284,6/20/1987,3,3,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #285,The Avengers,285,7/20/1987,3,3,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #286,The Avengers,286,8/20/1987,3,3,,1,0,0,1,2,,Print,,,,,,,,,,,,,1,2,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #287,The Avengers,287,9/20/1987,3,3,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #288,The Avengers,288,10/20/1987,3,3,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #289,The Avengers,289,11/20/1987,3,3,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #290,The Avengers,290,12/15/1987,3,3,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #292,The Avengers,292,2/18/1988,3,3,,1,0,0,1,2,,Print,,,,,,,,,,,,,1,2,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #293,The Avengers,293,3/17/1988,3,3,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #294,The Avengers,294,4/19/1988,3,3,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #295,The Avengers,295,5/19/1988,3,3,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #296,The Avengers,296,6/23/1988,3,3,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #297,The Avengers,297,7/21/1988,3,3,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #298,The Avengers,298,8/18/1988,10,10,Inferno,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #299,The Avengers,299,9/22/1988,10,10,Inferno,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #300,The Avengers,300,10/18/1988,10,10,Inferno,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #301,The Avengers,301,11/17/1988,3,3,Super Nova Saga,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,Super Nova Saga,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #302,The Avengers,302,12/22/1988,3,3,Super Nova Saga,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,Super Nova Saga,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers Annual #17,The Avengers Annual,17,7/14/1988,,17,Evolutionary War,1,0,0,0,1,,Print,,,,,,,,,,,,,2,2,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #303,The Avengers,303,1/20/1989,3,3,Super Nova Saga,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,Super Nova Saga,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #304,The Avengers,304,2/20/1989,3,3,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #305,The Avengers,305,3/20/1989,3,3,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #306,The Avengers,306,4/20/1989,3,3,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #307,The Avengers,307,5/21/1989,3,3,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers Annual #18,The Avengers Annual,18,6/6/1989,10,10,Atlantis Attacks,1,0,0,0,1,,Print,,,,,,,,,,,,,2,2,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #308,The Avengers,308,6/20/1989,3,3,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #309,The Avengers,309,7/20/1989,3,3,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #310,The Avengers,310,7/29/1989,3,3,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #311,The Avengers,311,9/19/1989,14,14,Acts of Vengeance,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #312,The Avengers,312,10/17/1989,14,14,Acts of Vengeance,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #313,The Avengers,313,11/21/1989,14,14,Acts of Vengeance,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers Annual #19,The Avengers Annual,19,7/31/1990,,14,Acts of Vengeance,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #314,The Avengers,314,12/19/1989,3,3,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #315,The Avengers,315,1/16/1990,3,3,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #316,The Avengers,316,2/20/1990,3,3,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #345,The Avengers,345,1/21/1992,,9,Operation Galactic Storm,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #346,The Avengers,346,2/18/1992,,9,Operation Galactic Storm,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #347,The Avengers,347,3/21/1992,9,9,Operation Galactic Storm,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #368,The Avengers,368,9/21/1993,,1,Bloodties,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #369,The Avengers,369,10/19/1993,1,1,Bloodties,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #397,The Avengers,397,3/7/1996,3,3,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #398,The Avengers,398,3/21/1996,3,3,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #399,The Avengers,399,4/21/1996,3,3,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #400,The Avengers,400,5/21/1996,3,3,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #401,The Avengers,401,6/26/1996,6,6,Onslaught,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 1) (1963 - 1996),1,The Avengers #402,The Avengers,402,8/7/1996,6,6,Onslaught,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 2) (1996 - 1997),2,The Avengers #1,The Avengers,1,9/25/1996,13,13,Heroes Reborn,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 2) (1996 - 1997),2,The Avengers #2,The Avengers,2,10/23/1996,13,13,Heroes Reborn,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 2) (1996 - 1997),2,The Avengers #3,The Avengers,3,11/13/1996,13,13,Heroes Reborn,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 2) (1996 - 1997),2,The Avengers #4,The Avengers,4,12/11/1996,13,13,Heroes Reborn,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Avengers (Vol. 2) (1996 - 1997),2,The Avengers #5,The Avengers,5,1/8/1997,,13,Heroes Reborn,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,The Avengers (Vol. 2) (1996 - 1997),2,The Avengers #6,The Avengers,6,2/12/1997,,13,Heroes Reborn,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,The Avengers (Vol. 2) (1996 - 1997),2,The Avengers #7,The Avengers,7,3/19/1997,,13,Heroes Reborn,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,The Avengers (Vol. 2) (1996 - 1997),2,The Avengers #8,The Avengers,8,4/16/1997,,13,Heroes Reborn,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,The Avengers (Vol. 2) (1996 - 1997),2,The Avengers #9,The Avengers,9,5/29/1997,,13,Heroes Reborn,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,The Avengers (Vol. 2) (1996 - 1997),2,The Avengers #10,The Avengers,10,6/12/1997,,13,Heroes Reborn,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,The Avengers (Vol. 2) (1996 - 1997),2,The Avengers #11,The Avengers,11,7/9/1997,,13,Heroes Reborn,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,The Avengers (Vol. 2) (1996 - 1997),2,The Avengers #12,The Avengers,12,8/20/1997,,13,Heroes Reborn,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,The Avengers (Vol. 2) (1996 - 1997),2,The Avengers #13,The Avengers,13,9/17/1997,,13,Heroes Reborn,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,The Further Adventures of Cyclops and Phoenix (1996),1,The Further Adventures of Cyclops and Phoenix #1,The Further Adventures of Cyclops and Phoenix,1,4/24/1996,5,5,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Further Adventures of Cyclops and Phoenix (1996),1,The Further Adventures of Cyclops and Phoenix #2,The Further Adventures of Cyclops and Phoenix,2,5/29/1996,5,5,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Further Adventures of Cyclops and Phoenix (1996),1,The Further Adventures of Cyclops and Phoenix #3,The Further Adventures of Cyclops and Phoenix,3,6/26/1996,5,5,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Further Adventures of Cyclops and Phoenix (1996),1,The Further Adventures of Cyclops and Phoenix #4,The Further Adventures of Cyclops and Phoenix,4,7/31/1996,5,5,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),2,The Incredible Hulk #278,The Incredible Hulk,278,9/7/1982,4,18,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),2,The Incredible Hulk #312,The Incredible Hulk,312,10/8/1985,,14,Secret Wars II,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),2,The Incredible Hulk #333,The Incredible Hulk,333,4/7/1987,4,18,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),2,The Incredible Hulk #334,The Incredible Hulk,334,5/12/1987,4,18,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),2,The Incredible Hulk #340,The Incredible Hulk,340,10/20/1987,4,18,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),2,The Incredible Hulk #345,The Incredible Hulk,345,3/15/1988,4,18,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),2,The Incredible Hulk #346,The Incredible Hulk,346,4/19/1988,4,18,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),2,The Incredible Hulk #347,The Incredible Hulk,347,5/17/1988,4,18,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),2,The Incredible Hulk #348,The Incredible Hulk,348,6/21/1988,4,18,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),2,The Incredible Hulk #349,The Incredible Hulk,349,7/21/1988,4,18,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),2,The Incredible Hulk #350,The Incredible Hulk,350,8/16/1988,4,18,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),2,The Incredible Hulk #351,The Incredible Hulk,351,9/20/1988,4,18,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),2,The Incredible Hulk #352,The Incredible Hulk,352,10/18/1988,4,18,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),2,The Incredible Hulk #353,The Incredible Hulk,353,11/15/1988,4,18,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),2,The Incredible Hulk #354,The Incredible Hulk,354,12/20/1988,4,18,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),2,The Incredible Hulk #355,The Incredible Hulk,355,1/17/1989,4,18,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),2,The Incredible Hulk #356,The Incredible Hulk,356,2/21/1989,4,18,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),2,The Incredible Hulk #357,The Incredible Hulk,357,3/21/1989,4,18,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),2,The Incredible Hulk #358,The Incredible Hulk,358,4/18/1989,4,18,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),2,The Incredible Hulk #359,The Incredible Hulk,359,5/16/1989,4,18,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),2,The Incredible Hulk #360,The Incredible Hulk,360,6/20/1989,4,18,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),2,The Incredible Hulk #361,The Incredible Hulk,361,7/18/1989,4,18,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),2,The Incredible Hulk #362,The Incredible Hulk,362,8/15/1989,4,18,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),2,The Incredible Hulk #363,The Incredible Hulk,363,9/19/1989,14,14,Acts of Vengeance,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),2,The Incredible Hulk #364,The Incredible Hulk,364,10/17/1989,4,18,Countdown 4 3 2 1,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,Countdown 4 3 2 1,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),2,The Incredible Hulk #365,The Incredible Hulk,365,11/21/1989,4,18,Countdown 4 3 2 1,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,Countdown 4 3 2 1,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),2,The Incredible Hulk #366,The Incredible Hulk,366,12/19/1989,4,18,Countdown 4 3 2 1,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,Countdown 4 3 2 1,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),2,The Incredible Hulk #367,The Incredible Hulk,367,1/16/1990,4,18,Countdown 4 3 2 1,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,Countdown 4 3 2 1,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),2,The Incredible Hulk #384,The Incredible Hulk,384,6/18/1991,,14,The Infinity Gauntlet,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),2,The Incredible Hulk #385,The Incredible Hulk,385,7/16/1991,,14,The Infinity Gauntlet,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),2,The Incredible Hulk #390,The Incredible Hulk,390,12/17/1991,,15,War and Pieces,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,War and Pieces,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),2,The Incredible Hulk #391,The Incredible Hulk,391,1/21/1992,15,15,War and Pieces,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,War and Pieces,https://drive.google.com/file/d/19VdAcT1eg_8Hi2UOdaMxK7ssSfDw1oC4/view?usp=drive_link
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),2,The Incredible Hulk #392,The Incredible Hulk,392,2/18/1992,,15,War and Pieces,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,War and Pieces,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),2,The Incredible Hulk #444,The Incredible Hulk,444,6/19/1996,,6,Onslaught,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),2,The Incredible Hulk #445,The Incredible Hulk,445,7/17/1996,6,6,Onslaught,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),2,The Incredible Hulk #449,The Incredible Hulk,449,11/20/1996,4,18,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Infinity Crusade (1993),1,The Infinity Crusade #1,The Infinity Crusade,1,4/27/1993,,2,The Infinity Crusade,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,The Infinity Crusade (1993),1,The Infinity Crusade #2,The Infinity Crusade,2,5/25/1993,,2,The Infinity Crusade,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,The Infinity Crusade (1993),1,The Infinity Crusade #3,The Infinity Crusade,3,6/22/1993,,2,The Infinity Crusade,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,The Infinity Crusade (1993),1,The Infinity Crusade #4,The Infinity Crusade,4,7/27/1993,2,2,The Infinity Crusade,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Infinity Crusade (1993),1,The Infinity Crusade #5,The Infinity Crusade,5,8/24/1993,,2,The Infinity Crusade,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,The Infinity Crusade (1993),1,The Infinity Crusade #6,The Infinity Crusade,6,9/28/1993,,2,The Infinity Crusade,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,The Infinity Gauntlet (Vol. 1) (1991),1,The Infinity Gauntlet #1,The Infinity Gauntlet,1,5/21/1991,,14,The Infinity Gauntlet,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,The Infinity Gauntlet (Vol. 1) (1991),1,The Infinity Gauntlet #2,The Infinity Gauntlet,2,6/18/1991,,14,The Infinity Gauntlet,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,The Infinity Gauntlet (Vol. 1) (1991),1,The Infinity Gauntlet #3,The Infinity Gauntlet,3,7/16/1991,14,14,The Infinity Gauntlet,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Infinity Gauntlet (Vol. 1) (1991),1,The Infinity Gauntlet #4,The Infinity Gauntlet,4,8/20/1991,,14,The Infinity Gauntlet,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,The Infinity Gauntlet (Vol. 1) (1991),1,The Infinity Gauntlet #5,The Infinity Gauntlet,5,9/17/1991,,14,The Infinity Gauntlet,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,The Infinity Gauntlet (Vol. 1) (1991),1,The Infinity Gauntlet #6,The Infinity Gauntlet,6,10/22/1991,,14,The Infinity Gauntlet,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,The Infinity War (1992),1,The Infinity War #1,The Infinity War,1,4/28/1992,2,2,The Infinity War,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Infinity War (1992),1,The Infinity War #2,The Infinity War,2,5/26/1992,2,2,The Infinity War,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Infinity War (1992),1,The Infinity War #3,The Infinity War,3,6/23/1992,2,2,The Infinity War,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Infinity War (1992),1,The Infinity War #4,The Infinity War,4,7/28/1992,2,2,The Infinity War,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Infinity War (1992),1,The Infinity War #5,The Infinity War,5,8/25/1992,2,2,The Infinity War,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Infinity War (1992),1,The Infinity War #6,The Infinity War,6,9/22/1992,2,2,The Infinity War,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Last Starfighter (1984),1,The Last Starfighter #1,The Last Starfighter,1,10/1/1984,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,The Last Starfighter (1984),1,The Last Starfighter #2,The Last Starfighter,2,11/1/1984,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,The Last Starfighter (1984),1,The Last Starfighter #3,The Last Starfighter,3,12/1/1984,,17,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Marvel Saga (1985 - 1987),1,The Marvel Saga #21,The Marvel Saga,21,5/12/1987,14,14,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,The Marvel X-Men Collection (1994),1,The Marvel X-Men Collection #1,The Marvel X-Men Collection,1,1/1/1994,1,1,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
