Publisher Name,Series Name,Volume,Full Title,Title,Issue Number,Release Date,Box,Proposed Box,Event,In Collection,In Wish List,Pull,Marked Read,Copies Owned,My Rating,Media Format,Price Paid,Date Purchased,Condition,Notes,Tags,Storage Box,Owner,Purchase Store,Signature,Slabbing,Grading,Grading Company,Equivalant Comic Book Size Per Issue,Equivalant Comic Book Size,Story Arc,Image Link
Marvel Comics,Marvel Comics Presents (Vol. 1) (1988 - 1995),1,Marvel Comics Presents #82,Marvel Comics Presents,82,6/11/1991,,15,Weapon X,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,Weapon X,
Marvel Comics,Marvel Comics Presents (Vol. 1) (1988 - 1995),1,Marvel Comics Presents #83,Marvel Comics Presents,83,6/25/1991,15,15,Weapon X,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,Weapon X,https://drive.google.com/file/d/1Qg9dBaLrt7Bhma3W45LcjKxrigXHGAFL/view?usp=drive_link
Marvel Comics,Marvel Comics Presents (Vol. 1) (1988 - 1995),1,Marvel Comics Presents #84,Marvel Comics Presents,84,7/9/1991,,15,Weapon X,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,Weapon X,
Marvel Comics,Marvel Comics Presents (Vol. 1) (1988 - 1995),1,Marvel Comics Presents #85,Marvel Comics Presents,85,7/23/1991,,15,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Marvel Comics Presents (Vol. 1) (1988 - 1995),1,Marvel Comics Presents #86,Marvel Comics Presents,86,8/6/1991,,15,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Marvel Comics Presents (Vol. 1) (1988 - 1995),1,Marvel Comics Presents #87,Marvel Comics Presents,87,8/20/1991,15,15,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,https://drive.google.com/file/d/1JTqtORKaCiOvHrVjE6NpL3UfGd3gl9QU/view?usp=drive_link
Marvel Comics,Marvel Comics Presents (Vol. 1) (1988 - 1995),1,Marvel Comics Presents #88,Marvel Comics Presents,88,9/3/1991,,15,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Marvel Comics Presents (Vol. 1) (1988 - 1995),1,Marvel Comics Presents #89,Marvel Comics Presents,89,9/17/1991,,15,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Marvel Comics Presents (Vol. 1) (1988 - 1995),1,Marvel Comics Presents #99,Marvel Comics Presents,99,2/4/1992,15,15,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,https://drive.google.com/file/d/14JVBlIHYf8ZqykJEyU4sueyDiQ5HDes_/view?usp=drive_link
Marvel Comics,Marvel Comics Presents (Vol. 1) (1988 - 1995),1,Marvel Comics Presents #100,Marvel Comics Presents,100,2/18/1992,15,15,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,https://drive.google.com/file/d/10rigfs177u191uv47Xp0iH_9JLpBNeN5/view?usp=drive_link
Marvel Comics,Marvel Comics Presents (Vol. 1) (1988 - 1995),1,Marvel Comics Presents #104,Marvel Comics Presents,104,4/14/1992,15,15,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,https://drive.google.com/file/d/11K1_79r8Ry6Ps3lwwfxNSZgph6gOpOhH/view?usp=drive_link
Marvel Comics,Marvel Comics Presents (Vol. 1) (1988 - 1995),1,Marvel Comics Presents #108,Marvel Comics Presents,108,6/9/1992,,2,The Infinity War,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Marvel Comics Presents (Vol. 1) (1988 - 1995),1,Marvel Comics Presents #109,Marvel Comics Presents,109,6/23/1992,,2,The Infinity War,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Marvel Comics Presents (Vol. 1) (1988 - 1995),1,Marvel Comics Presents #110,Marvel Comics Presents,110,7/7/1992,,2,The Infinity War,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Marvel Comics Presents (Vol. 1) (1988 - 1995),1,Marvel Comics Presents #111,Marvel Comics Presents,111,7/21/1992,,2,The Infinity War,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Marvel Fanfare (Vol. 2) (1996 - 1997),2,Marvel Fanfare #1,Marvel Fanfare,1,7/24/1996,,11,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Marvel Fanfare (Vol. 2) (1996 - 1997),2,Marvel Fanfare #2,Marvel Fanfare,2,8/28/1996,,11,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Marvel Fanfare (Vol. 2) (1996 - 1997),2,Marvel Fanfare #3,Marvel Fanfare,3,9/25/1996,,11,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Marvel Fanfare (Vol. 2) (1996 - 1997),2,Marvel Fanfare #4,Marvel Fanfare,4,10/23/1996,,11,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Marvel Fanfare (Vol. 2) (1996 - 1997),2,Marvel Fanfare #5,Marvel Fanfare,5,11/27/1996,11,11,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Marvel Fanfare (Vol. 2) (1996 - 1997),2,Marvel Fanfare #6,Marvel Fanfare,6,12/26/1996,,11,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Marvel Super Hero Contest of Champions (1982),1,Marvel Super Hero Contest of Champions #1,Marvel Super Hero Contest of Champions,1,3/9/1982,11,11,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Marvel Super Hero Contest of Champions (1982),1,Marvel Super Hero Contest of Champions #2,Marvel Super Hero Contest of Champions,2,4/6/1982,11,11,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Marvel Super Hero Contest of Champions (1982),1,Marvel Super Hero Contest of Champions #3,Marvel Super Hero Contest of Champions,3,5/18/1982,11,11,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Marvel Super Heroes Secret Wars (1984),1,Marvel Super Heroes Secret Wars #1,Marvel Super Heroes Secret Wars,1,1/24/1984,,14,Secret Wars,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Marvel Super Heroes Secret Wars (1984),1,Marvel Super Heroes Secret Wars #2,Marvel Super Heroes Secret Wars,2,2/28/1984,,14,Secret Wars,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Marvel Super Heroes Secret Wars (1984),1,Marvel Super Heroes Secret Wars #3,Marvel Super Heroes Secret Wars,3,3/27/1984,,14,Secret Wars,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Marvel Super Heroes Secret Wars (1984),1,Marvel Super Heroes Secret Wars #4,Marvel Super Heroes Secret Wars,4,4/24/1984,,14,Secret Wars,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Marvel Super Heroes Secret Wars (1984),1,Marvel Super Heroes Secret Wars #5,Marvel Super Heroes Secret Wars,5,5/22/1984,14,14,Secret Wars,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Marvel Super Heroes Secret Wars (1984),1,Marvel Super Heroes Secret Wars #6,Marvel Super Heroes Secret Wars,6,6/26/1984,,14,Secret Wars,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Marvel Super Heroes Secret Wars (1984),1,Marvel Super Heroes Secret Wars #7,Marvel Super Heroes Secret Wars,7,7/24/1984,,14,Secret Wars,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Marvel Super Heroes Secret Wars (1984),1,Marvel Super Heroes Secret Wars #8,Marvel Super Heroes Secret Wars,8,8/28/1984,,14,Secret Wars,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Marvel Super Heroes Secret Wars (1984),1,Marvel Super Heroes Secret Wars #9,Marvel Super Heroes Secret Wars,9,9/25/1984,,14,Secret Wars,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Marvel Super Heroes Secret Wars (1984),1,Marvel Super Heroes Secret Wars #10,Marvel Super Heroes Secret Wars,10,10/23/1984,,14,Secret Wars,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Marvel Super Heroes Secret Wars (1984),1,Marvel Super Heroes Secret Wars #11,Marvel Super Heroes Secret Wars,11,11/27/1984,,14,Secret Wars,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Marvel Super Heroes Secret Wars (1984),1,Marvel Super Heroes Secret Wars #12,Marvel Super Heroes Secret Wars,12,12/25/1984,,14,Secret Wars,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Marvel Tales (Vol. 2) (1964 - 1994),2,Marvel Tales #213,Marvel Tales,213,3/15/1988,11,11,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Marvel Tales (Vol. 2) (1964 - 1994),2,Marvel Tales #214,Marvel Tales,214,4/19/1988,11,11,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Marvel Tales (Vol. 2) (1964 - 1994),2,Marvel Tales #215,Marvel Tales,215,5/19/1988,11,11,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Marvel Tales (Vol. 2) (1964 - 1994),2,Marvel Tales #216,Marvel Tales,216,6/23/1988,11,11,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Marvel Tales (Vol. 2) (1964 - 1994),2,Marvel Tales #217,Marvel Tales,217,7/21/1988,11,11,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Marvel Tales (Vol. 2) (1964 - 1994),2,Marvel Tales #218,Marvel Tales,218,8/18/1988,11,11,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Marvel Tales (Vol. 2) (1964 - 1994),2,Marvel Tales #219,Marvel Tales,219,9/22/1988,11,11,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Marvel Tales (Vol. 2) (1964 - 1994),2,Marvel Tales #220,Marvel Tales,220,10/18/1988,11,11,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Marvel Tales (Vol. 2) (1964 - 1994),2,Marvel Tales #223,Marvel Tales,223,1/17/1989,11,11,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Marvel Tales (Vol. 2) (1964 - 1994),2,Marvel Tales #224,Marvel Tales,224,2/21/1989,11,11,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Marvel Tales (Vol. 2) (1964 - 1994),2,Marvel Tales #225,Marvel Tales,225,3/21/1989,11,11,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Marvel Tales (Vol. 2) (1964 - 1994),2,Marvel Tales #226,Marvel Tales,226,4/18/1989,11,11,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Marvel Tales (Vol. 2) (1964 - 1994),2,Marvel Tales #228,Marvel Tales,228,6/20/1989,11,11,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Marvel Tales (Vol. 2) (1964 - 1994),2,Marvel Tales #229,Marvel Tales,229,7/18/1989,11,11,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Marvel Team-Up (Vol. 1) (1972 - 1985),1,Marvel Team-Up #118,Marvel Team-Up,118,3/16/1982,11,11,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Marvel Team-Up (Vol. 1) (1972 - 1985),1,Marvel Team-Up #131,Marvel Team-Up,131,4/12/1983,11,11,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Masters of the Universe (1986 - 1988),1,Masters of the Universe #13,Masters of the Universe,13,5/1/1988,11,11,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Micronauts: The New Voyages (1984 - 1986),1,Micronauts: The New Voyages #16,Micronauts: The New Voyages,16,10/1/1985,14,14,Secret Wars II,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Mystique & Sabretooth (Vol. 1) (1996 - 1997),1,Mystique & Sabretooth #1,Mystique & Sabretooth,1,10/2/1996,12,12,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Mystique & Sabretooth (Vol. 1) (1996 - 1997),1,Mystique & Sabretooth #2,Mystique & Sabretooth,2,1/1/1997,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Mystique & Sabretooth (Vol. 1) (1996 - 1997),1,Mystique & Sabretooth #3,Mystique & Sabretooth,3,2/1/1997,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Mystique & Sabretooth (Vol. 1) (1996 - 1997),1,Mystique & Sabretooth #4,Mystique & Sabretooth,4,3/1/1997,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,"Namor, the Sub-Mariner (1990 - 1995)",1,"Namor, the Sub-Mariner #1","Namor, the Sub-Mariner",1,2/6/1990,11,11,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,"Namor, the Sub-Mariner (1990 - 1995)",1,"Namor, the Sub-Mariner #2","Namor, the Sub-Mariner",2,3/6/1990,11,11,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,"Namor, the Sub-Mariner (1990 - 1995)",1,"Namor, the Sub-Mariner #3","Namor, the Sub-Mariner",3,4/6/1990,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,"Namor, the Sub-Mariner (1990 - 1995)",1,"Namor, the Sub-Mariner #4","Namor, the Sub-Mariner",4,5/1/1990,11,11,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,"Namor, the Sub-Mariner (1990 - 1995)",1,"Namor, the Sub-Mariner #5","Namor, the Sub-Mariner",5,6/5/1990,11,11,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,"Namor, the Sub-Mariner (1990 - 1995)",1,"Namor, the Sub-Mariner #6","Namor, the Sub-Mariner",6,7/3/1990,11,11,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,"Namor, the Sub-Mariner (1990 - 1995)",1,"Namor, the Sub-Mariner #7","Namor, the Sub-Mariner",7,8/7/1990,11,11,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,"Namor, the Sub-Mariner (1990 - 1995)",1,"Namor, the Sub-Mariner #8","Namor, the Sub-Mariner",8,9/4/1990,11,11,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,"Namor, the Sub-Mariner (1990 - 1995)",1,"Namor, the Sub-Mariner #9","Namor, the Sub-Mariner",9,10/2/1990,11,11,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,"Namor, the Sub-Mariner (1990 - 1995)",1,"Namor, the Sub-Mariner #10","Namor, the Sub-Mariner",10,11/6/1990,11,11,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,"Namor, the Sub-Mariner (1990 - 1995)",1,"Namor, the Sub-Mariner #11","Namor, the Sub-Mariner",11,12/4/1990,11,11,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Night Thrasher: Four Control (1992 - 1993),1,Night Thrasher: Four Control #1,Night Thrasher: Four Control,1,10/1/1992,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Night Thrasher: Four Control (1992 - 1993),1,Night Thrasher: Four Control #2,Night Thrasher: Four Control,2,11/1/1992,,17,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Night Thrasher: Four Control (1992 - 1993),1,Night Thrasher: Four Control #3,Night Thrasher: Four Control,3,12/1/1992,,17,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Night Thrasher: Four Control (1992 - 1993),1,Night Thrasher: Four Control #4,Night Thrasher: Four Control,4,1/1/1993,,17,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Nomad (Vol. 2) (1992 - 1994),2,Nomad #1,Nomad,1,3/3/1992,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Nomad (Vol. 2) (1992 - 1994),2,Nomad #2,Nomad,2,4/7/1992,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Nomad (Vol. 2) (1992 - 1994),2,Nomad #3,Nomad,3,5/5/1992,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Nomad (Vol. 2) (1992 - 1994),2,Nomad #4,Nomad,4,6/2/1992,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Nomad (Vol. 2) (1992 - 1994),2,Nomad #5,Nomad,5,7/7/1992,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Nomad (Vol. 2) (1992 - 1994),2,Nomad #6,Nomad,6,8/4/1992,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Nomad (Vol. 2) (1992 - 1994),2,Nomad #7,Nomad,7,9/1/1992,2,2,The Infinity War,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Nomad (Vol. 2) (1992 - 1994),2,Nomad #8,Nomad,8,10/6/1992,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Nomad (Vol. 2) (1992 - 1994),2,Nomad #9,Nomad,9,11/3/1992,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Nomad (Vol. 2) (1992 - 1994),2,Nomad #10,Nomad,10,12/1/1992,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Nomad (Vol. 2) (1992 - 1994),2,Nomad #11,Nomad,11,1/5/1993,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Nomad (Vol. 2) (1992 - 1994),2,Nomad #12,Nomad,12,2/2/1993,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Nomad (Vol. 2) (1992 - 1994),2,Nomad #13,Nomad,13,3/2/1993,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Nomad (Vol. 2) (1992 - 1994),2,Nomad #14,Nomad,14,4/6/1993,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Nomad (Vol. 2) (1992 - 1994),2,Nomad #15,Nomad,15,5/4/1993,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Nomad (Vol. 2) (1992 - 1994),2,Nomad #16,Nomad,16,6/1/1993,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Nomad (Vol. 2) (1992 - 1994),2,Nomad #17,Nomad,17,7/6/1993,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Nomad (Vol. 2) (1992 - 1994),2,Nomad #18,Nomad,18,8/3/1993,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Nomad (Vol. 2) (1992 - 1994),2,Nomad #19,Nomad,19,9/7/1993,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Nomad (Vol. 2) (1992 - 1994),2,Nomad #20,Nomad,20,10/5/1993,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Nomad (Vol. 2) (1992 - 1994),2,Nomad #21,Nomad,21,11/2/1993,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Nomad (Vol. 2) (1992 - 1994),2,Nomad #22,Nomad,22,2/1/1994,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Nomad (Vol. 2) (1992 - 1994),2,Nomad #23,Nomad,23,3/1/1994,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Nomad (Vol. 2) (1992 - 1994),2,Nomad #24,Nomad,24,4/1/1994,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Nomad (Vol. 2) (1992 - 1994),2,Nomad #25,Nomad,25,5/1/1994,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Onslaught: Marvel Universe (1996),1,Onslaught: Marvel Universe #1,Onslaught: Marvel Universe,1,8/7/1996,6,6,Onslaught,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Onslaught: X-Men (1996),1,Onslaught: X-Men #1,Onslaught: X-Men,1,6/5/1996,6,6,Onslaught,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Onslaught: Epilogue (1997),1,Onslaught: Epilogue #1,Onslaught: Epilogue,1,2/1/1997,,6,Onslaught,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,"Peter Parker, The Spectacular Spider-Man (Vol. 1) (1976 - 1998)",1,"Peter Parker, The Spectacular Spider-Man #88","Peter Parker, The Spectacular Spider-Man",88,11/22/1983,12,12,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,"Peter Parker, The Spectacular Spider-Man (Vol. 1) (1976 - 1998)",1,"Peter Parker, The Spectacular Spider-Man #111","Peter Parker, The Spectacular Spider-Man",111,11/12/1985,14,14,Secret Wars II,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,"Peter Parker, The Spectacular Spider-Man (Vol. 1) (1976 - 1998)",1,"Peter Parker, The Spectacular Spider-Man #138","Peter Parker, The Spectacular Spider-Man",138,1/26/1988,12,12,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,"Peter Parker, The Spectacular Spider-Man (Vol. 1) (1976 - 1998)",1,"Peter Parker, The Spectacular Spider-Man #139","Peter Parker, The Spectacular Spider-Man",139,2/25/1988,12,12,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,"Peter Parker, The Spectacular Spider-Man (Vol. 1) (1976 - 1998)",1,"Peter Parker, The Spectacular Spider-Man #140","Peter Parker, The Spectacular Spider-Man",140,3/29/1988,12,12,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,"Peter Parker, The Spectacular Spider-Man (Vol. 1) (1976 - 1998)",1,"Peter Parker, The Spectacular Spider-Man #141","Peter Parker, The Spectacular Spider-Man",141,4/26/1988,12,12,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,"Peter Parker, The Spectacular Spider-Man (Vol. 1) (1976 - 1998)",1,"Peter Parker, The Spectacular Spider-Man #142","Peter Parker, The Spectacular Spider-Man",142,5/31/1988,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
